idal_mat_not,fk_idmateria_almatnotcur,fk_idnota_almatnotcur,fk_idalumno_almatnotcur,fk_idcurso_almatnotcur,valor_nota,obs,createdAt,updatedAt
229,1,1,229,1,5,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet,2024-04-09,
230,2,1,230,2,3,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,2024-06-04,
231,3,1,231,3,,et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,2024-02-25,
232,4,1,232,4,4,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,2024-05-07,
233,1,1,233,1,7,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,2024-04-23,
234,2,1,234,2,9,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,2024-02-28,
235,3,1,235,3,,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus,2024-02-09,
236,4,1,236,4,8,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-03-28,
237,1,1,237,1,5,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,2024-04-08,
238,2,1,238,2,6,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2024-01-07,
239,3,1,239,3,,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,2024-02-08,
240,4,1,240,4,6,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,2024-02-24,
241,1,1,241,1,,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2024-05-17,
242,2,1,242,2,9,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,2024-01-06,
243,3,1,243,3,,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,2024-05-03,
244,4,1,244,4,,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,2024-05-24,
245,1,1,245,1,,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,2024-02-13,
246,2,1,246,2,8,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,2024-02-11,
247,3,1,247,3,3,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2024-02-20,
248,4,1,248,4,3,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,2024-05-21,
249,1,1,249,1,4,sit amet cursus id turpis integer aliquet massa id lobortis convallis,2024-01-05,
250,2,1,250,2,3,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,2024-06-03,
251,3,1,251,3,,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,2024-04-04,
252,4,1,252,4,,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,2024-01-15,
253,1,1,253,1,,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,2024-05-31,
254,2,1,254,2,6,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,2024-03-05,
255,3,1,255,3,5,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,2024-01-31,
256,4,1,256,4,6,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,2024-05-28,
257,1,1,257,1,5,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam,2024-06-30,
258,2,1,258,2,3,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut,2024-05-19,
259,3,1,259,3,6,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,2024-01-26,
260,4,1,260,4,2,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,2024-01-01,
261,1,1,261,1,9,sed sagittis nam congue risus semper porta volutpat quam pede lobortis,2024-01-05,
262,2,1,262,2,,pede justo eu massa donec dapibus duis at velit eu,2024-02-17,
263,3,1,263,3,9,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2024-05-22,
264,4,1,264,4,,a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed,2024-02-13,
265,1,1,265,1,5,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,2024-05-25,
266,2,1,266,2,4,cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,2024-02-17,
267,3,1,267,3,5,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,2024-01-18,
268,4,1,268,4,2,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed,2024-06-09,
269,1,1,269,1,2,in ante vestibulum ante ipsum primis in faucibus orci luctus et,2024-06-12,
270,2,1,270,2,5,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2024-03-05,
271,3,1,271,3,6,proin at turpis a pede posuere nonummy integer non velit,2024-01-11,
272,4,1,272,4,5,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,2024-05-22,
273,1,1,273,1,8,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2024-04-28,
274,2,1,274,2,8,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,2024-05-09,
275,3,1,275,3,6,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,2024-01-10,
276,4,1,276,4,6,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non,2024-05-11,
277,1,1,277,1,5,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,2024-06-21,
278,2,1,278,2,2,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2024-05-27,
279,3,1,279,3,5,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,2024-03-29,
280,4,1,280,4,3,sapien sapien non mi integer ac neque duis bibendum morbi non quam,2024-02-25,
281,1,1,281,1,6,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,2024-05-01,
282,2,1,282,2,4,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,2024-04-20,
283,3,1,283,3,8,eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,2024-04-03,
284,4,1,284,4,1,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,2024-03-01,
285,1,1,285,1,8,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,2024-05-30,
286,2,1,286,2,5,nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,2024-02-10,
287,3,1,287,3,4,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2024-06-22,
288,4,1,288,4,6,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,2024-05-02,
289,1,1,289,1,,aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,2024-05-02,
290,2,1,290,2,2,in hac habitasse platea dictumst etiam faucibus cursus urna ut,2024-04-29,
291,3,1,291,3,6,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,2024-06-15,
292,4,1,292,4,7,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,2024-05-10,
293,1,1,293,1,3,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,2024-06-14,
294,2,1,294,2,2,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,2024-02-03,
295,3,1,295,3,8,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,2024-02-28,
296,4,1,296,4,7,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,2024-04-09,
297,1,1,297,1,5,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,2024-05-20,
298,2,1,298,2,2,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,2024-04-03,
299,3,1,299,3,4,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,2024-01-28,
300,4,1,300,4,6,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,2024-02-06,
301,1,1,301,1,5,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,2024-04-19,
302,2,1,302,2,,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2024-01-23,
303,3,1,303,3,9,ligula nec sem duis aliquam convallis nunc proin at turpis a,2024-03-28,
304,4,1,304,4,2,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,2024-02-04,
305,1,1,305,1,9,dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,2024-05-30,
306,2,1,306,2,10,morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,2024-03-05,
307,3,1,307,3,2,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,2024-04-29,
308,4,1,308,4,9,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis,2024-04-17,
309,1,1,309,1,5,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,2024-06-07,
310,2,1,310,2,,sed tristique in tempus sit amet sem fusce consequat nulla,2024-01-22,
311,3,1,311,3,,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas,2024-02-01,
312,4,1,312,4,2,faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,2024-01-26,
313,1,1,313,1,6,nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat,2024-05-26,
314,2,1,314,2,2,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,2024-06-09,
315,3,1,315,3,8,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,2024-03-18,
316,4,1,316,4,2,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,2024-01-31,
317,1,1,317,1,2,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,2024-02-01,
318,2,1,318,2,4,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac,2024-05-07,
319,3,1,319,3,4,consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu,2024-02-27,
320,4,1,320,4,4,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,2024-04-22,
321,1,1,321,1,8,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2024-04-21,
322,2,1,322,2,6,vel augue vestibulum ante ipsum primis in faucibus orci luctus,2024-06-23,
323,3,1,323,3,5,phasellus in felis donec semper sapien a libero nam dui proin,2024-06-26,
324,4,1,324,4,7,amet erat nulla tempus vivamus in felis eu sapien cursus,2024-01-11,
325,1,1,325,1,8,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis,2024-05-06,
326,2,1,326,2,,dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,2024-06-29,
327,3,1,327,3,8,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,2024-02-12,
328,4,1,328,4,2,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2024-03-24,
329,1,1,329,1,,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,2024-05-29,
330,2,1,330,2,7,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,2024-06-15,
331,3,1,331,3,7,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2024-02-01,
332,4,1,332,4,7,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,2024-01-19,
333,1,1,333,1,2,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,2024-04-28,
334,2,1,334,2,4,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,2024-06-27,
335,3,1,335,3,8,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,2024-01-17,
336,4,1,336,4,,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2024-01-25,
337,1,1,337,1,5,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,2024-06-17,
338,2,1,338,2,3,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,2024-04-09,
339,3,1,339,3,,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in,2024-04-17,
340,4,1,340,4,2,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,2024-04-14,
341,1,1,341,1,2,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,2024-02-27,
342,2,1,342,2,4,nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget,2024-04-14,
343,3,1,343,3,4,vestibulum ante ipsum primis in faucibus orci luctus et ultrices,2024-05-09,
344,4,1,344,4,,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,2024-01-22,
345,1,1,345,1,,est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,2024-01-08,
346,2,1,346,2,,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,2024-03-27,
347,3,1,347,3,6,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,2024-03-26,
348,4,1,348,4,2,ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,2024-06-10,
349,1,1,349,1,9,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,2024-06-10,
350,2,1,350,2,,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,2024-03-17,
351,3,1,351,3,8,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,2024-06-01,
352,4,1,352,4,7,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,2024-03-18,
353,1,1,353,1,4,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,2024-02-15,
354,2,1,354,2,6,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,2024-05-25,
355,3,1,355,3,3,etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,2024-04-12,
356,4,1,356,4,4,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,2024-05-18,
357,1,1,357,1,3,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,2024-01-16,
358,2,1,358,2,3,non mauris morbi non lectus aliquam sit amet diam in magna,2024-04-29,
359,3,1,359,3,,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,2024-01-02,
360,4,1,360,4,4,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,2024-02-05,
361,1,1,361,1,3,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,2024-06-17,
362,2,1,362,2,4,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,2024-02-24,
363,3,1,363,3,,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur,2024-05-05,
364,4,1,364,4,6,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2024-03-11,
365,1,1,365,1,2,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,2024-01-19,
366,2,1,366,2,10,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,2024-04-03,
367,3,1,367,3,,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,2024-06-14,
368,4,1,368,4,3,pede libero quis orci nullam molestie nibh in lectus pellentesque at,2024-05-05,
